,text,imp_words,hannanum_nouns
300,"이 건물은 1929년경 건립된 주거시설로, 일제 강점기 당시 대전 철도 국장이 거주한 관사로 알려져 있으며, 한때 군인 관사로도 사용되었다가 현재는 인근으로 옮겨져 조합사무실로 사용되고 있다일제 강점기에 우리나라 침탈을 위한 기반 시설인 철도관사로서 건립되면서,   이란 기록이 새겨진 정초석이 남아 일본이 자행했던 한국 침탈의 뼈아픈 역사를 증언하고 있다2층 목조 건물로서 건축의 외관을 결정짓는 지붕 형태는 맞배지붕으로 하였으나 평면상 원형으로 돌출된 거실의 지붕은 원뿔형으로 마감하여 독특한 분위기를 연출하고 있어 주변에서 보통 뾰족집으로 부르고 있다 2층에 일본식 다다미방과 도코노마가 있으며, 홀과 거실 공간이 구분되어 있는 등 일본식과 서양식이 함께 쓰인 절충형의 특징을 보이고 있다","도코노마,정초석,맞배지붕","건물,1929년,건립,주거시설,일제,강점기,당시,대전,철,국장,거주,관사,때,군,관사,사용,현재,인근,조합사무실,사용,있다일제,강점기,우리나라,침탈,기반,시설,철도관사,건립,이,기록,정초석,일본,자행,한국,침탈,역사,증언,있다2층,목조,건물,것,축,외관,지붕,형태,맞배지붕,평면상,원형,돌출,거실,지붕,원뿔형,마감,독특,분위기,연출,주변,뾰족집,2층,일본식,다다미방,도코노마,홀,공간,구분,등,일본식,서양식,절충형,특징"
301,"본 불상은 창녕 도성암 대웅전의 본존불로 안치되어 있으며, 좌우 협시보살상은 1991년 현재의 대웅전을 신축하면서 새로 조성된 것이다  별조된 대좌는 후대에 제작된 것으로 대좌는 가운데가 뚫려 비워져 있으며, 그 구멍 아래에는 현대 제작의 축원문을 적은 다량의 다라니가 납입되어 있다 불상의 상태는 부분적으로 도금과 나발의 채색이 조금씩 벗겨졌을 뿐 전체적으로 매우 양호하다 창녕 도성암 석조여래좌상은 지발과 육계의 경계 없이 완만하게 처리된 머리, 방형의 얼굴, 수평의 승각기 등의 특징을 지니고 있다 그리고 신체의 곡선와 양볼, 손발 등에 부분적으로 양감표현을 확인할 수 있다  이상과 같은 양식적 특징으로 보아 17세기 후반에 제작된 것으로 볼 수 있으며, 석조라는 재질적 한계에도 불구하고 섬세한 조각기법을 엿볼 수 있는 작품임","보살상,불상,대웅전,석조여래좌상,축원문","불상,창녕,도성암,대웅전,본존불,안치,좌우,협시보살상,1991년,현재,대웅전,신축,조성,것,별조된,대좌,후대,제작,것,대좌,가운데,구멍,아래,현대,제작,축원문,적,다량,다라니,납입,불상,상태,부분적,도금,나발,채색,조금씩,뿐,전체적,양호,창녕,도성암,석조여래좌상,지발,육계,경계,완만,처리,머리,방형,얼굴,수평,승각기,등,특징,신체,곡선,볼,손발,등,부분적,양감표현,확인,수,이상,양식적,특징,17세,후반,제작,것,수,석조,적,한계,불구,섬세한,조각기법,수,작품임"
302,"낙안성의 동문과 서문을 잇는 큰 도로의 서쪽, 큰 길로부터 북쪽으로 들어가는 골목길에 위치한 초가집이다 부엌 1칸, 방이 2칸인 아주 작은 집이다 담장을 쌓다가 터 놓은 부분이 대문인데, 대문을 들어서면 제법 넓은 마당이 있고 마당 깊숙한 곳에 안채가 남향하여 자리잡고 있다 부엌큰방작은방의 순으로 배열되어 있으며, 방 앞에는 툇마루가 있고 큰방 뒷쪽으로 작은 벽장이 있다 작은방의 옆쪽으로는 ㄱ자로 꺾인 돌담을 쌓아 그 사이의 공간을 헛간으로 이용하고 있다 부엌의 앞에는 우물이 설치되어 있고 넓은 마당의 한 곳을 채마밭과 텃밭으로 쓰고 있다 위 문화재는 일반적으로 관람이 가능하나, 소유주 등의 개인적 사정으로 관람이 제한될 수도 있습니다","낙안,툇마루,낙안성","낙안성,동문,서문,도,서쪽,길,북쪽,골목길,위치한,초가집,부엌,1칸,방,2칸,집,담장,부분,대문,대문,마당,마당,깊숙,곳,채,남향,부엌큰방작은방,순,배열,방,앞,툇마루,큰방,뒷쪽,벽장,작은방,옆쪽,ㄱ자,돌담,사이,공간,헛간,이용,부엌,앞,우물,설치,마당,곳,채마밭,텃밭,위,문화재,일반적,관람,가능,소유주,등,개,적,사정,관람,제한,수"
303,"율곡 이이가 쓰던 벼루와 토지 양여서이다 벼루는 가운데가 타원형으로 오목하게 패여 있고, 위쪽과 아래쪽에 나뭇가지와 잎사귀를 양각하였다 벼루의 뒷면에는 글씨가 새겨 있는데, 정조 12년에 정조가 율곡 이이의 유품이 강릉에 있다는 말을 듣고 직접 보시고, 쓰신 것을 그대로 새긴 것이다 보신 후 율곡의 유품을 소중히 보존하기 위해 어제각이라는 건물을 지어 보관하도록 하였다 토지 양여서는 율곡이 그의 소유의 토지를 이종 권처균에게 양여 한다는 증서로, 계약서나 각서와 같은 성질의 문서이다 이 문서는 선조 12년에 율곡이 친필로 작성한 것으로, 이 때 율곡은 벼슬을 버리고 해주 석담에 가서 은거하고 있을 때였다","권처균,정조,양여서","율곡,이이,벼루,토지,양여서,벼루,가운데,타원형,오목하,패,위쪽,아래쪽,나뭇가지,잎사귀,각하,벼루,뒷면,글씨,정조,12년,정조,율곡,이이,유품,강릉,말,것,것,후,율곡,유품,보존,어제각,건물,보관,토지,양여,율곡,그,소유,토지,이종,권처균에,양여,증서,계약서,각서,성질,문서,문,선조,12년,율곡,친필,작성,것,때,율곡,벼슬,해주,석담,은거,때"
304,"조선 중기의 문신인 신잡 선생의 초상이다 신잡 선생은 이조참판, 형조참판을 지낸 이로, 임진왜란 때 선조임금을 의주까지 호위한 공을 인정받아 호성공신에 봉해지기도 했다  비단 위에 그려 놓은 그림은 가로 90, 세로 167의 크기이다 의자에 앉아 있는 전신상으로, 시선은 오른쪽을 바라보며, 두 손은 소매 안에서 마주잡고 있다 사모를 쓰고, 중요의식 때 입었던 관복을 입고 있으며, 가슴에는 두 마리의 학이 그려진 흉배가 표현되어 있다 선생이 57세 되던 선조 40년 때의 모습을 김이섭이 그린 것으로, 조선 중기의 화풍을 잘 보여주고 있다","이조참판,호성공신,형조참판,임진왜란,김이섭","조선,중기,문신,잡,선생,초상,잡,선생,이조참판,형조참판,이,임진왜란,때,선조임금,의주까,호위,공,인정,호성공신,위,90,세,167,의자,전신상,시선,쪽,두,손,소매,안,마주잡,사모,중요의식,때,관복,가슴,두,마리,학,흉배,표현,선생,57세,선조,40년,때,모습,김이섭,것,조선,중기,화풍"
305,"수산진은 조선시대 제주의 대표적인 방어유적으로 3성 9진에 속하며 정의현 관할이었다 이 성은 세종21년 목사 한승순에 의해 처음으로 축성되었으나, 임진왜란 때 목사 이경록에 의하여 성산으로 잠시 이설되기도 했다 선조 32년 목사 성윤문에 의하여 다시 복원되었다성곽 둘레 1,164척, 높이 16척이며, 동쪽과 서쪽에 각각 문이 있었다현재 도내 9진 가운데 비교적 원형에 가깝게 보존되어 있으며, 성 서쪽과 북쪽 모서리에는 치성 일부가 남아 있기도 하다성 내부 북북동쪽에는 성을 축조할 때 부역을 대신하여 죽은 아기의 넋을 달래기 위해 세워진 진안할망당이 있다","이경록,세종,성윤문,임진왜란","수산진,조선시대,제주,대표적,방어유적,3성,9진,정의현,관할,성,세종21년,목사,한승순,처음,축성,임진왜란,때,목사,이경록,성산,이설되기,선조,32년,목사,성윤문,복원되었다성곽,둘레,1,164척,높이,16척,동쪽,서쪽,문,있었다현재,도내,9진,가운데,비교적,원형,보존,성,서쪽,북쪽,모서리,치성,일부,하다성,내부,북북동쪽,성,축조,때,부역,대신,아기,넋,진안할망당"
306,"조선왕조 태종 때 문신인 하륜의 무덤을 비롯한 6기의 무덤들으로 해발 120의 야산에 위치한다 하륜은 고려 말 이색의 제자로 요동정벌을 반대하였으며 조선왕조가 건립될 때 계룡산에 도읍을 정하는 것을 반대하기도 하였다 이방원을 도와 제1차 왕자의 난을 일으켰고, 태종의 즉위를 도와 1등공신에 등록되었다 벼슬은 영의정부사까지 올랐고, 한나라 장자방과 비유되기도 한다 이 지역에는 하륜의 무덤을 비롯하여 그의 할아버지 하시원, 할머니 진양정씨, 아버지 하윤린, 어머니 진양강씨 등 진양 하씨의 집안무덤이 있다 할아버지 무덤을 비롯한 4기의 무덤은 장방형으로 둘레돌을 둘렀다 이 무덤은 하륜을 비롯한 3대의 무덤이 한곳에 있어 고려 후기에서 조선 전기 무덤의 변화를 알 수 있는 유적지이다 또한 하륜의 무덤도 팔각형의 독특한 형태를 하고 있어, 조선 초기 무덤연구에 좋은 자료로 평가된다","고려,요동정벌,영의정부사,이방원,조선,한나라,태종","조선왕조,태종,때,문신,하륜,무덤,비롯,6기,무덤들,해발,120,야산,위치,하륜,고려,이색,제자,요동정벌,반대,조선왕조,건립,때,계룡산,도읍,것,반대하기,이방원,제1차,왕자,난,태종,즉위,1등공신,등록,벼슬,영의정부사,한나라,장자방,비유되기,지역,하륜,무덤,비롯,그,할아버지,하시원,할머니,진양정씨,,아버지,하윤린,,어머니,진양강씨,등,양,하씨,집안무덤,할아버지,무덤,비롯,4기,무덤,장방형,둘레돌,무덤,하륜,비롯,3대,무덤,한곳,고려,후,조선,전기,무덤,변화,수,유적지,하륜,무덤,팔각형,독특,형태,조선,초,무덤연구,자료,평가"
307,"청춘의 십자로 는 안종화 감독이 1934년 제작한 흑백 무성영화로 농촌 출신 젊은이들이 서울에 올라와 도시에서 겪는 소비문화, 부적절한 남녀간의 관계, 향락적인 일상 등 삶의 단면을 그린 작품이다     35 9권이었으나 1권은 완전히 산화 훼손되어 있었고, 한국영상자료원에서는 필름을 수리 복원하면서 통합하여 총 7권으로 확정하여 보관중이다  국내에서 발굴된 희귀 자료로 현존하는 가장 오래된 원본 필름으로 19331934년경의 서울의 도시사, 생활사에 관한 희귀 정보들을 담고 있어 중요한 자료이다","안종화,무성영화,한국영상자료원","청춘,십자,안종화,감독,1934년,제작,흑백,무성영화,농촌,출신,젊은이들,서울,도시,소비문화,부적절,남녀간,관계,향락적,일상,등,삶,단면,작품,35,9권,1권,산화,훼손,한국영상자료원,필름,수리,복원,통합,7권,확정,보관중이,국내,발굴,희귀,자료,현존,원본,필름,19331934년,서울,도시사,,생활사,희귀,정보들,중요,자료"
308,"애국가 유성기 음반은 1942년 미주지역 대한인국민회가 제작한 음반으로, 구애국가와 안익태 작곡 애국가, 무궁화 삼천리가 등 총 3곡이 녹음되어 있다앞면에는 애국가의 옛곡조인   의 선율과 새 곡조인 안익태 작곡 대한국애국가의 선율에 애국가 가사를 1절에서 2절까지 붙여 녹음했다 현행 애국가 가사와 비교할 때 보호, 바람이슬 부분이 다르다 뒷면에 수록된 무궁화 삼천리가는 작사작곡 미상에 악보도 알려지지 않았으나, 무궁화 삼천리 내 사랑아로 시작하는 무궁화를 찬양하는 노래이다 광복이전 국내 및 일본지역에서 애국가 음반 발간이 불가능했던 시기에 해외에 살고 있는 동포들에게 보급하기 위해 취입된 역사적 가치가 있는 자료로서, 현재까지 발견된 것으로는 최초의 신구 애국가가 동시에 녹음된 희귀음반이다","안익태,애국가,국민회","애국가,유성기,음반,1942년,미주지역,대한인국민회,제작,음반,구애국가,안익태,작곡,애국가,무궁화,삼천리,등,3곡,녹음,있다앞면,애국가,옛곡조,의,선율,곡조,안익태,작곡,대한국애국가,선율,애국가,가사,1절,2절,녹음,현행,애국가,가사,비교,때,보호,바람이슬,부분,뒷면,수록,무궁화,삼천리,작사작곡,미상,악보,무궁화,삼천리,내,사랑아,시작,무궁화,찬양,노래,광복이전,국내,일본지역,애국가,음반,발간,불가능,시,해외,동포들,보급,취입,역사적,가치,자료,현재,발견,것,최초,신구,애국가,녹음,희귀음반"
309,"통영시 세병관 경내 수항루 뒤편 팔작지붕 비각안에 있는 비로, 제6대 수군통제사였던 이경준이 수군 본영을 이곳에 건설한 것을 기념하기 위해 세운 것이다 비는 받침돌 위에 비몸을 세우고 머릿돌을 올린 형태로, 머릿돌에는 구름과 두 마리의 용이 여의주를 물어서 받치고 있는 모습이 조각되어 있다 비문의 내용은 이 비를 세우게 된 경위와 이경준 통제사의 가문과 약력, 통제영을 두룡포로 옮기게 된 이유, 이경준의 인간됨과 업적 등이 실려있다  조선 인조 3년 제 19대 수군통제사인 구인후가 세운 것으로, 비문을 지은 사람과 글씨를 쓴 사람 등은 비 아랫부분의 비문이 닳아 알 수 없다  원래 통제영 남문 밖 바닷가 큰 길에 서 있었는데 광무 고종 8년 현재의 자리로 옮겨 세웠다 1996년 비받침돌을 새로 만들고 비각을 세워 보호하고 있다","두룡포,수군통제사,세병관,조선,고종","통영시,세병관,경내,수항루,뒤편,팔작지붕,비각안,비,제6대,수군통제사,이경준,수,본영,이곳,건설,것,기념,것,받침돌,위,몸,머릿돌,형태,머릿돌,구름,두,마리,용,여의주,모습,조각,비문,내용,비,경위,이경준,통제사,가문,약력,통제영,두룡포,이유,이경준,인간됨,업적,등,조선,인조,3년,저,19대,수군통제사,구인후,것,비문,사람,글씨,사람,등,비,아랫부분,비문,수,통제영,남문,밖,바닷가,길,광무,고종,8년,현재,자리,1996년,받침돌,비각,보호"
310,"귀래정은 이굉이 조선 중종 8년 벼슬에서 물러나 안동으로 온 후 지은 정자이다 도연명의 귀거래사라는 글의 뜻과 너무나 닮아 그것으로 정자의 이름을 삼았다고 한다 이굉은 25세 때 과거에 합격하여 여러 벼슬을 지내다가 권력 다툼에 걸려들어 귀양을 가기도 하였다 귀래정은 앞면 2칸뒷면 4칸 규모의 자형 건물로, 지붕은 옆에서 볼 때 여덟 팔자 모양인 팔작지붕이다 마루 주위를 제외한 다른 곳의 기둥은 각이 있고 창문에 쐐기 기둥이 남아 있는 것이 특징이다 이곳에는 이현보이우이식윤훤 등 30여명의 시를 보존하고 있다","이굉,윤훤,조선,중종,이현보,귀거래사","귀래정,이굉,조선,중종,8년,벼슬,안동,후,정자,도연명,귀거래사라,글,뜻,그것,정자,이름,이굉,25세,때,과거,합격,벼슬,권력,걸려들어,귀양,귀래정,앞면,2칸뒷면,4칸,규모,자형,건물,지붕,옆,때,여덟,모양,팔작지붕,마루,주위,제외,곳,기둥,각,창문,쐐기,기둥,것,특징,이곳,이현보이우이식윤훤,등,30,명,시,보존"
311,"백제 때 수도 경비의 외곽기지 역할을 한 성이다 봉수산의 꼭대기에 있는 둘레 약 3의 산성으로 백제가 고구려의 침입에 대비하여 쌓은 것으로 짐작된다 현재는 성문터와 성문 밑으로 개울물이 흐르게 하던 수구문, 그리고 우물터 건물터가 남아있다 성벽의 바깥쪽은 돌을 다듬어 차곡차곡 쌓고 안쪽으로는 흙을 파서 도랑처럼 만들어 놓았다 또한 성의 네 모퉁이를 튼튼하게 하기 위해 다른 곳보다 약 2정도 두껍게 쌓았다 백제가 멸망한 뒤에는 주류성과 더불어 백제 부흥군이 활동했던 곳으로, 사비성을 되찾기 위한 부흥군의 마지막 근거지이다 이 성에서 흑치상지를 중심으로 백제의 부흥을 꾀하였으나 실패했다 또한 후삼국시대에는 고려 태조 왕건과 견훤이 이 곳에서 전투를 벌였다고도 전해지는 유서깊은 곳이다으로 명칭변경 되었습니다","태조,고구려,고려,견훤,임존성,주류성,사비성","백제,때,수,경비,외곽기,역할,성,봉수산,꼭대기,둘레,약,3,산성,백제,고구려,침입,대비,것,짐작,현재,성문터,성문,밑,개울물,수구문,우물터,건물터,성벽,바깥쪽,쪽,흙,도랑,성,네,모퉁이,튼튼,곳,약,2정,백제,멸망,뒤,주류성,백제,부흥군,활동,곳,사비성,부흥군,마지막,근거지,성,흑치상지,중심,백제,부흥,실패,후삼국시대,고려,태조,왕,견훤,곳,투,곳이다,명칭변경,되"
312,"급암선생시집은 고려 후기의 문신이며 학자인 민사평의 개인 시집이다 민사평은 문과에 급제하여 도첨의찬성사, 진현관대제학 등의 벼슬을 지냈다 이 시집은 문인 이단이 경상도 안찰사로 재직할 때 이색의 발문을 받아 고려 공민왕 19년에 목판본에 찍은 인쇄본이다 인쇄된 지 워낙 오래 되어 서문 제 1, 2장과 권 14까지 16장이 훼손되어 다시 찍어낸 곳도 있다 내용은 책 첫머리에 이제현과 이색의 서문이 있고 급암묘지명연보가 있다 그리고 고시, 율시, 사소 등 5권으로 나누어 편성하였다  이 시집은 약간 훼손되고 다시 찍어낸 부분이 있으나 급암집의 유일본으로 문헌학 연구 및 저자의 시학연구에 귀중한 자료가 되고 있다","공민왕,이제현,고려,목판본,민사평,안찰사","급암선생시집,고려,후기,문신,학자,민사평,개,시집,민사평,문과,급제,도첨의찬성사,,진현관대제학,등,벼슬,시집,문,이단,경상,안찰사,재직,때,이색,발문,고려,공민왕,19년,목판본,인쇄본,인쇄,지,서문,저,1,2장,권,14,16장,훼손,곳,내용,책,첫머리,이제현,이색,서문,급암묘지명연보,고시,율시,사소,등,5권,편성,시집,훼손,부분,급암집,유일본,문헌학,연구,저자,시학연구,귀중,자료"
313,"전라남도 담양군 고서면 금현리 영은사에 있는 불상으로, 불신과 광배를 하나의 돌에 새겼다 머리에는 상투 모양의 머리묶음이 솟아 있고, 둥근 얼굴에 이목구비가 다소 형식화되어 있다 체구는 평판적이며 왼쪽 어깨를 감싼 옷을 입고 있는데 자형의 특징적인 옷주름을 도드라지게 새겼다 몸 뒤쪽에 있는 배모양의 커다란 광배는 머리광배를 한 줄의 선으로 두르고 바깥부분에 불꽃무늬를 새겨 넣었다  이 불상은 전라남도 영암의 도갑사 석조여래좌상과 비슷한 양식으로 신라말 고려초에 유행한 지방적인 유파의 흐름을 잘 보여준다","도갑사,불상,고려,영은사,석조여래좌상","전라남,담양군,고서,금현리,영은사,불상,불신,광배,하나,돌,머리,상투,모양,머리묶음,얼굴,이목구비,형식화,체구,평판적,왼쪽,어깨,옷,자형,특징적,옷주름,뒤쪽,배모양,광배,머리광배,줄,선,바깥부분,불꽃무늬,불상,전라남,영암,도갑사,석조여래좌상,비슷,양식,라,고려초,유행,지방적,유파,보"
314,"대전광역시 유성구 지방 기상청 부지에 있는 청동기시대조선시대에 이르는 집자리 유적이다 이곳의 유적에 대해서는 1994년에 한남대학교 박물관에서 발굴조사를 실시하였는데, 발굴조사 결과 집자리 유적 47기, 널무덤 7기, 독무덤 2기, 저장구덩 2기가 확인되었다 이들 유물유적은 파괴가 심해서 원래의 모습을 유지한 것은 많지 않았다 집자리 유적은 청동기시대 7기, 원삼국시대 34기, 조선시대 6기로 각 시대에 걸쳐 확인되고 있다 청동기시대 집자리는 사각형과 원형으로 구분되는데, 원형 집자리는 부여 송국리 유적과 비슷한 형태이고 내부에서 출토되는 유물도 송국리형 민무늬 토기와 간석기이다 원삼국시대 집자리는 파괴가 심하여 원형을 알 수 있는 것이 극히 적으나 타원형과 반원형의 2가지 유형이 있었던 것으로 판단된다 구성동 유적은 보호를 위해 12 높이로 흙으로 쌓은 후, 그 위에 야외관측 시설물을 설치하여 사용하고 있다","토광묘,토기,널무덤,옹관묘,간석기,청동기시대","대전광역시,유성구,지방,기상청,부지,청동기시대조선시대,집자리,유적,이곳,유적,1994년,한남대학교,박물관,발굴조사,실시,발굴조사,결과,집자리,유적,47기,널무덤,7기,독무덤,2기,저장구덩,2기,확인,이,유물유적,파괴,원래,모습,유지한,것,집자리,유적,청동기시대,7기,원삼국시대,34기,조선시대,6기,시대,확인,청동기시대,집자리,사각형,원형,구분,원형,집자리,부,송국리,유적,비슷,형태,내부,출토,유물,송국리형,민무늬,토,간석기,원삼국시대,집자리,파괴,원형,수,것,타원형,반원형,2가지,유형,것,판단,구성동,유적,보호,12,높이,흙,후,위,야외관측,시설물,설치,사용"
315,"현재 강릉시 옥천동에 자리잡고 있으며, 일대가 절터로 추정되나 지금은 주거지로 변했기 때문에 절터의 존재를 확인하기는 어렵다 당이란 절에 행사가 있을 때 달아두는 깃발을 말하며 이를 달던 깃대를 당간이라 하는데, 당간지주는 당간을 양 옆에서 고정시켜주는 장치를 이르는 말이다 원래의 위치에 있던 그대로이며, 두 지주가 1 간격을 두고 동 서로 마주 서 있다 깃대를 고정시켰던 흔적은 안쪽 윗부분에만 있는 직사각형의 구멍으로 알 수 있다 두 지주의 최상단은 안쪽 꼭대기부터 바깥쪽으로 부드러운 곡선을 그리며 내려온다 동쪽 지주의 남쪽 면에 조선 중종 3년과 순조 17년에 복원되었다는 기록이 새겨져 있어 흥미롭다 각 면이 거칠고 폭도 고르지 않으며 조각이 없어, 당간지주로서 발달되지 않은 형식이지만 전체적으로 소박하고 충실하다","당간지주,조선,중종","강릉시,옥천동,일대,절터,추정,지금,주거지,때문,절터,존재,확인,당,절,행사,때,깃발,말,이,깃대,당간,당간지주,당간,양,옆,고정,장치,말,원래,위치,그,두,지주,1,격,동,깃대,고정,흔적,쪽,윗부분,직사각형,구멍,수,두,지주,최상단,쪽,꼭대기,바깥쪽,곡선,동쪽,지주,남쪽,면,조선,중종,3년,순조,17년,복원,기록,흥미,면,폭,조각,당간지주,발달,형식,전체적,소박,충실"
316,"공주시 무령왕릉에서 발견된 청동거울로 청동신수경, 의자손수대경, 수대경 3점이다 청동신수경은 방격규구문경이라는 중국 후한의 거울을 모방하여 만든 것이다 거울 내부에는 반나체 인물상과 글이 새겨져 있는데 이는 한나라의 거울에서 흔히 볼 수 있는 것이다 의자손수대경은 중국 한대의 수대경을 본떠 만든 방제경이다 거울 중앙의 꼭지를 중심으로 9개의 돌기가 있고, 안에는 크고 작은 원과 7개의 돌기가 솟아있다 내부 주위의 테두리에는 명문이 새겨져 있으나 선명하지 못하여 알아볼 수 없다 수대경 역시 한나라 때 동물 문양을 새겨 넣은 수대경을 본떠서 만들어진 방제경이다 그러나 한나라 거울에 비해 선이 굵고 무늬가 정교하지 못하다","무령왕릉,청동거울,한나라","공주시,무령왕릉,발견,청동거울,청동신수경,의자손수대경,,수대경,3점,청동신수경,방격규구문경,중국,후한,거울,모방,것,거울,내부,반나체,인물상,글,이,한나라,거울,수,것,의자손수대경,중국,한대,수대경,방제경이,거울,중앙,꼭지,중심,9개,안,원,7개,내부,주위,테두리,명문,선명,수,수대경,한나라,때,동물,문양,수대경,방제경이,한나라,거울,선,무늬,정교"
317,"창녕 동산서당 소장 책판은 광주노씨문중 여러 선인들의 문집을 인출하기 위해 제작된 것으로 시기는 1800년1900년대에 걸치는 것이다 이들 문집 책판은 광주노씨창녕문중의 여러 세대에 걸쳐 생몰시기가 다른 일가 20여명 제선생의 문집 원판으로서 이것이 흩어지지 않고 모두 한곳에 일괄 보관되어 오고 있는 점은 매우 의미가 있는 일이다  이들 문집 책판은 조선시대 지방 선비들의 학문세계, 문학성, 사회성, 사상성과 지방의 역사, 판각사, 출판사 연구에 훌륭한 자료가 되므로 역사자료로서의 가치는 물론 문화재적 가치가 높다","동산서당,창녕,제선생","창녕,동산서당,소장,책판,광주노씨문중,선,들,문집,인출,제작,것,시기,1800년1900년대,것,이,문집,책판,광주노씨창녕문중,세대,생몰시,일,20,명,선생,문집,원판,이것,한곳,일괄,보관,점,의미,일,이,문집,책판,조선시대,지방,선비들,학문세계,문학성,사회성,사상성,지방,역사,판각사,,출판사,연구,훌륭,자료,역사자료,가치,문화재적,가치"
318,"용천사 서편 산중턱에 서송당최백대사탑 등 총 6기의 부도가 있다 현재 3곳으로 나뉘어 위치해 있는데, 지대부분의 치석재만 남은 것도 있어 많은 부도가 군을 이루고 있었던 것으로 보인다 남아있는 부도는 모두 석종형으로 크기는 대체로 2022 정도이고, 세부는 조금씩 다른 형태를 하였다 모두 방형의 지대석 위에 원형의 기단과 탑신, 그리고 보주형의 상륜으로 구성하였다 기단부는 상대와 하대가 별석으로 조성된 것과 상하대를 한 돌로 만들어진 것이 있는데, 상하대에는 앙련과 복련의 연화문을 새겼다 상륜부는 종형의 탑신부와 한 돌로 하였다","사탑,용천사,상륜","용천사,서편,산중턱,서송당최백대사탑,등,6기,부도,3곳,위치해,지대부분,치석재만,것,부도,군,것,부,석종형,2022,정도,세부,조금씩,형태,방형,지대석,위,원형,기단,탑신,보주형,상륜,구성,기단부,상대,별석,조성,것,상하대,돌,것,상하대,앙련,복련,연화문,상륜부,종형,탑신부,돌"
319,"청소역은 1동, 1층 규모로 건축면적 7995, 철로길이 좌우 각각 150이다 청소역은 장항선로의 역사이다 장항선은 본래 사설의 조선경남철도주식회사에 의하여 충남선이라는 이름으로 천안온양 사이가 1922년 6월1일에 개통되고, 1931년 8월 1일에 전구간이 개통되었으며, 1946년 5월 사설철도의 국유화정책으로 국유화되었고, 1955년 6월에 장항선이라고 개칭하였다 청소역은 1929년 역원배치 간이역으로 영업을 개시하여 1958년 9월 보통역으로 승격한 후 1961년에 지어진 벽돌조 역사이다 당초 역사명은 인근 마을의 이름을 따서 진죽역으로 불렀지만 현재 청소역으로 변경되었다 장항선에서 남아있는 역사 중에 가장 오래된 역사로 현재 간이역으로 사용되고 있다","장항,진죽역,사설철도,장항선,국유화","청소역,1동,1층,규모,건축면적,7995,철로길,좌우,각각,150,청소역,장항선,역사,장항선,본래,사설,조선경남철도주식회사,충남선,이름,천안온양,사이,1922년,6월1일,개통,1931년,8월,1일,전구간,개통,1946년,5월,사설철도,국유화정책,국유화,1955년,6월,장항선,개칭,청소역,1929년,역원배치,간이역,영업,개시,1958년,9월,보통역,승격,후,1961년,벽돌조,역사,당초,역사명,인근,마을,이름,진죽역,청소역,변경,장항선,역사,중,역사,간이역,사용"
320,"조선 후기 충청도 지역 군현 지도들을 수록한 지도첩이다 채색필사본이며, 영조정조 연간에 제작된 것으로 추정된다 제3책의 충청도 도지도와 제5책의 문의 지도 뒷면에 비변사라는 도장이 찍혀 있어, 비변에서 소장하며 사용하던 지도임을 알 수 있다 지도책은 총 6책으로 구성되어 있으며, 2장의 충청도 전도와 67장의 군현 지도가 수록되어 있다 군현 지도는 1리 방안, 도별 지도는 10리 방안의 눈금 위에 그려져 있다 한편, 제4책의 12장과 제6책의 16장 등 일부 지도는 방안지도가 아니라 전통적인 회화식 군현지도의 형식을 취하고 있다 지도 여백의 주기에는 경도와의 거리, 민호, 남녀 인구수, 전답의 면적, 세곡, 군정, 창고, 역참, 진도, 면리 등의 자세한 정보들이 기록되어 있다 중앙정부에서 지방의 실정 파악을 위해 일괄적으로 제작한 비변사 지도로, 학술적 가치가 높다","중앙정부,비변사,비변,조선,영조,정조","조선,후,충청,지역,군현,지도들,수록,지도첩,채색필사본,영조정조,연간,제작,것,추정,제3책,충청,도지도,제5책,문,지,뒷면,변사,도장,변,소장,사용,지도,수,지도책,총,6책,구성,2장,충청,전도,67장,군현,지도,수록,군현,지,1리,방안,도,지,10리,방안,눈금,위,한편,제4책,12장,제6책,16장,등,일부,지,방안지도,전통적,회화식,군현지도,형식,지,여백,경도,것,민호,,남녀,인구수,전답,면적,세곡,군정,창고,역참,,진도,면리,등,자세한,정보들,기록,중앙정부,지방,실정,파악,일괄적,제작,변사,지도,학술적,가치"
